,KEY,ID RESTAURANT,GRADE,CAMIS,DBA,Latitude,Longitude,Cluster,Data Source,PREDICTED_SCORE,Exponential Smoothed Score,Probabilistic risk Score,i1,i2,i3,i4,i5,v1,v2,v3,v4,v5,Number of Inspections,LAST VIOLATIONS,inspection_date_1,inspection_date_2,inspection_date_3,inspection_date_4,inspection_date_5,LAST INSPECTION
4570,41540355-20230216,41540355,A,41540355,LITTLE CAESARS,40.86862105,-73.90216801,3,Test,12.16503652,12.16503652,13.79135238,13,,,,,"04L,08A,10F",,,,,1,"04L,08A,10F",20230216,,,,,20230216
4571,41540508-20230908,41540508,A,41540508,DUNKIN,40.89486107,-73.88216299,0,Test,4.345249532,4.323443081,4.90143428,4,,,,,"09E,10F",,,,,1,"09E,10F",20230908,,,,,20230908
4572,41540529-20230516,41540529,A,41540529,PERIDANCE CAPEZIO CENTER CAFE,40.7332034,-73.98913913,3,Test,9.940121461,9.940121461,11.26899352,10,10,,,,"04L,08A","04L,08A",,,,2,"04L,08A",20220524,20230516,,,,20230516
4573,41540906-20220427,41540906,A,41540906,AI FIORI,40.75003086,-73.98340861,1,Training,13.07282096,10.75683888,12.19489602,12,9,,,,"06C,06F,09C","04H,09C",,,,2,"04H,09C",20220427,20230519,,,,20230519
4574,41540996-20220324,41540996,A,41540996,MEDI WINEBAR,40.76578353,-73.98728185,1,Training,5.704989376,3.408939011,3.864672256,5,2,,,,06C,10B,,,,2,10B,20220324,20230423,,,,20230423
4575,41541247-20231207,41541247,A,41541247,CAFE EUROASIA,40.57762607,-73.96129467,0,Test,14.5254528,13.79211803,15.63595468,12,13,,,,"04N,08A","04M,08A,10B,10F",,,,2,"04M,08A,10B,10F",20220708,20231207,,,,20231207
4576,41541376-20200310,41541376,A,41541376,CALEXICO,40.72435537,-73.9511398,0,Training,11.93648258,9.812806777,11.12465843,12,4,,,,"02H,10F,10J",08A,,,,2,08A,20200310,20230118,,,,20230118
4577,41541403-20230125,41541403,A,41541403,SAPPORO SUSHI RESTAURANT,40.6080781,-74.16226091,3,Test,9.940121461,9.940121461,11.26899352,10,,,,,"04L,08A",,,,,1,"04L,08A",20230125,,,,,20230125
4578,41541587-20231002,41541587,A,41541587,"SEATTLE COFFEE ROASTERS, PIER 79, NY WATERWAY",40.75191947,-73.98499622,0,Test,10.3996766,9.355803884,10.60655987,6,11,,,,"10B,10F,10I","02G,10F",,,,2,"02G,10F",20220414,20231002,,,,20231002
4579,41541660-20210813,41541660,A,41541660,KRISPY KREME,40.75000977,-73.99134519,3,Training,10.51831913,11.34721291,12.86419581,10,12,10,,,"04N,08A","02G,06E","04N,10G",,,3,"04N,10G",20210813,20220824,20231122,,,20231122
4580,41541674-20230328,41541674,A,41541674,IHOP,40.65017764,-73.89106205,0,Test,12.42075227,11.62645954,13.18077428,10,11,,,,"06C,10F","06A,10B,10F,10H",,,,2,"06A,10B,10F,10H",20220311,20230328,,,,20230328
4581,41541676-20210723,41541676,A,41541676,SKY ICE,40.68076013,-73.97749861,1,Training,8.253095235,5.453788807,6.182893337,9,4,,,,"06C,10F","08C,09A",,,,2,"08C,09A",20210723,20221104,,,,20221104
4582,41541736-20230921,41541736,A,41541736,ASIA ROMA,40.71483045,-73.99961402,0,Test,12.71282293,12.66769478,14.36120987,12,,,,,"02G,10F,10H",,,,,1,"02G,10F,10H",20230921,,,,,20230921
4583,41541793-20220929,41541793,A,41541793,SOPHIE'S CUBAN CUISINE,40.75580536,-73.98042572,3,Training,12.16503652,12.16503652,13.79135238,13,,,,,"04L,08A,10F",,,,,1,"04L,08A,10F",20220929,,,,,20220929
4584,41541889-20220406,41541889,A,41541889,BUVETTE,40.73275918,-74.00441648,1,Training,8.253095235,9.48253483,10.75023318,8,10,,,,"06C,10F",05D,,,,2,05D,20220406,20230531,,,,20230531
4585,41541928-20230417,41541928,A,41541928,JEFFREY'S GROCERY RESTAURANT & OYSTER BAR,40.73392853,-74.00124486,0,Test,10.3996766,10.45075022,11.84788707,12,,,,,"02G,10F",,,,,1,"02G,10F",20230417,,,,,20230417
4586,41541993-20230209,41541993,A,41541993,ESTRELLITA POBLANA II,0,0,1,Test,8.253095235,19.6434865,22.2695792,11,,,,,"06C,10F",,,,,1,"06C,10F",20230209,,,,,20230209
4587,41542069-20220203,41542069,A,41542069,INSOMNIA COOKIES,40.78339798,-73.9781246,3,Training,12.16503652,12.16503652,13.79135238,11,,,,,"04L,08A,10F",,,,,1,"04L,08A,10F",20220203,,,,,20220203
4588,41542299-20230105,41542299,A,41542299,SOCARRAT NOLITA,40.72451389,-73.99511144,6,Test,7.724897097,7.724897097,8.75762089,9,,,,,02B,,,,,1,02B,20230105,,,,,20230105
4589,41542451-20210830,41542451,A,41542451,LITTLE CAESARS,40.63559699,-73.91311088,0,Training,10.3996766,9.212774504,10.44440922,12,2,12,,,"02G,10F",10B,"06C,10B,10F",,,3,"06C,10B,10F",20210830,20221205,20240111,,,20240111
4590,41542461-20191217,41542461,A,41542461,C & L OF EAST OCEAN RESTAURANT,40.63933526,-74.0055705,0,Training,7.950807839,8.179723756,9.273252284,9,11,,,,"06F,10F","06C,10F",,,,2,"06C,10F",20191217,20221116,,,,20221116
4591,41542713-20191002,41542713,A,41542713,ACCENT RESTAURANT & BAR,40.74310254,-73.98001807,0,Training,11.90246521,12.88577212,14.60844147,14,12,13,,,"04L,06D,08A","04N,08A,09C","04H,10B,10F",,,3,"04H,10B,10F",20180313,20180810,20191002,,,20191002
4592,41542793-20220705,41542793,A,41542793,LUKE'S LOBSTER,40.7751626,-73.95533033,3,Training,13.64308267,13.64308267,15.46699513,13,,,,,"04L,04N,08A,08C",,,,,1,"04L,04N,08A,08C",20220705,,,,,20220705
4593,41542821-20210729,41542821,A,41542821,HARNEY & SONS TEA,40.72156885,-73.99939031,5,Training,9.592728591,9.384096276,10.63863461,13,12,,,,"04H,10B","10B,10D,10G",,,,2,"10B,10D,10G",20210729,20221206,,,,20221206
4594,41542863-20230201,41542863,A,41542863,LUCKY RESTAURANT,40.85114655,-73.88842908,6,Test,9.557563738,9.557563738,10.83529254,10,,,,,"02B,09C",,,,,1,"02B,09C",20230201,,,,,20230201
4595,41543097-20231017,41543097,A,41543097,RUBBY PIZZERIA RESTAURANT,40.76879194,-73.98877589,3,Test,12.74323419,12.63652807,14.32587656,11,12,,,,"04L,08A,08C","04N,08A,10F",,,,2,"04N,08A,10F",20220419,20231017,,,,20231017
4596,41543356-20230522,41543356,A,41543356,LITTLE CAESARS,40.71379172,-73.7375175,0,Test,2.783646179,3.503084949,3.971404349,5,5,,,,"10B,10F",10F,,,,2,10F,20220503,20230522,,,,20230522
4597,41543722-20220929,41543722,A,41543722,DOMINO'S,40.85067595,-73.93752783,0,Training,14.5254528,14.61056775,16.56382108,13,,,,,"04M,08A,10B,10F",,,,,1,"04M,08A,10B,10F",20220929,,,,,20220929
4598,41543738-20230222,41543738,B,41543738,NEW DYNASTY,40.74938421,-73.99551384,3,Test,26.96704208,26.96704208,30.57220415,0,24,,,,"02B,02G,04N,10F","02G,04L,06B,08A",,,,2,"02G,04L,06B,08A",20220919,20230222,,,,20230222
4599,41543813-20230228,41543813,A,41543813,SERGIMMO SALUMERIA,40.75430557,-73.99561818,6,Test,12.22460357,12.22460357,13.85888281,12,,,,,"02B,06F",,,,,1,"02B,06F",20230228,,,,,20230228
4600,41543826-20220427,41543826,A,41543826,UMBERTO'S CLAM HOUSE,40.7183849,-73.9977742,3,Training,12.27743862,12.27743862,13.91878126,13,,,,,"04L,08A,10B",,,,,1,"04L,08A,10B",20220427,,,,,20220427
4601,41543866-20230621,41543866,A,41543866,DALLAS BBQ,40.73342817,-73.86417003,0,Test,10.3996766,10.45075022,11.84788707,11,,,,,"02G,10F",,,,,1,"02G,10F",20230621,,,,,20230621
4602,41543885-20210727,41543885,A,41543885,THE DUTCH,40.7266494,-74.00220443,0,Training,9.79204619,9.784329116,11.09237366,9,,,,,"04H,10F",,,,,1,"04H,10F",20210727,,,,,20210727
4603,41543887-20221122,41543887,A,41543887,BEAUTY AND ESSEX,40.72045377,-73.98720756,0,Training,10.27535107,10.30672122,11.68460316,13,10,,,,"02B,06D","02B,10F",,,,2,"02B,10F",20200226,20221122,,,,20221122
4604,41543919-20161207,41543919,A,41543919,CROQUE MADAME,40.64831283,-73.7882815,0,Training,2.783646179,2.721799068,3.085670149,3,2,2,,,10F,09C,10F,,,3,10F,20161207,20171205,20190307,,,20190307
4605,41543951-20220317,41543951,A,41543951,MABLE'S SMOKEHOUSE AND BANQUET HALL,40.72103633,-73.95643099,1,Training,8.253095235,10.99767257,12.46792621,7,12,,,,"06C,10F","04A,10B",,,,2,"04A,10B",20220317,20230518,,,,20230518
4606,41543970-20230525,41543970,B,41543970,PAUSE CAFE,0,0,3,Test,14.50235368,20.27299088,22.98324058,12,15,,,,"02B,06E","04L,08A,10B,10F",,,,2,"04L,08A,10B,10F",20220927,20230525,,,,20230525
4607,41544542-20230414,41544542,A,41544542,PRET A MANGER,40.74980581,-73.98354581,0,Test,7.033476401,9.028387044,10.23537142,13,7,,,,"02G,09C,10F","09C,10C,10F",,,,2,"09C,10C,10F",20220311,20230414,,,,20230414
4608,41544554-20220301,41544554,A,41544554,U LIKE CHINESE RESTAURANT,40.69400823,-73.94894796,0,Training,5.015557398,20.30852678,23.02352719,5,,,,,"09C,10F",,,,,1,"09C,10F",20220301,,,,,20220301
4609,41544565-20230411,41544565,A,41544565,MCDERMOTT'S PUB,40.84294874,-73.84625744,3,Test,12.42311584,12.42311584,14.08393373,11,,,,,"04L,08A,08C",,,,,1,"04L,08A,08C",20230411,,,,,20230411
4610,41544844-20230418,41544844,A,41544844,MANGIA,40.76363249,-73.97558974,6,Test,9.802566798,9.802566798,11.11304949,7,9,,,,"06D,10F","02B,10B",,,,2,"02B,10B",20220308,20230418,,,,20230418
4611,41544857-20230221,41544857,A,41544857,PANDA DELIGHT CHINESE RESTAURANT,40.68769244,-73.98979561,6,Test,18.75096589,18.75096589,21.25773956,0,12,,,,"04L,06C,08A","02B,04K,04L",,,,2,"02B,04K,04L",20220907,20230221,,,,20230221
4612,41545050-20220722,41545050,A,41545050,PATRICIA'S,40.84930957,-73.85353693,0,Training,9.807245044,10.59153072,12.0074882,26,9,,,,"02B,04H,04L,08A","04C,10F",,,,2,"04C,10F",20191112,20220722,,,,20220722
4613,41545370-20230209,41545370,A,41545370,"SHRINE, YATENGA",0,0,5,Test,2.106391225,2.106391225,2.387989842,12,2,,,,"04H,06D",09B,,,,2,09B,20200312,20230209,,,,20230209
4614,41545589-20230105,41545589,B,41545589,ADDEO'S RIVERDALE PIZZERIA,40.90555872,-73.90447214,3,Test,17.70791498,17.13867707,19.42990754,12,16,,,,"02B,06B","02B,04L,08A",,,,2,"02B,04L,08A",20200130,20230105,,,,20230105
4615,41545595-20221119,41545595,A,41545595,ATERA,40.71669676,-74.00542548,0,Training,12.26086003,12.27740166,13.91873936,12,,,,,"05D,10F",,,,,1,"05D,10F",20221119,,,,,20221119
4616,41545645-20200108,41545645,A,41545645,MOMO HIBACHI STEAKHOUSE & BAR,40.58355842,-73.94943234,3,Training,12.61644486,12.61644486,14.30310846,11,13,,,,"04M,08A,08C","02B,06D",,,,2,"02B,06D",20200108,20220924,,,,20220924
4617,41545743-20230314,41545743,A,41545743,HAPPY STAR BAKERY,40.71403681,-73.99041201,0,Test,2.783646179,4.840845631,5.488007192,12,2,,,,"06A,06C,10F",10F,,,,2,10F,20220304,20230314,,,,20230314
4618,41545758-20220303,41545758,B,41545758,SOL DE QUITO RESTAURANT II,40.64042493,-73.99432131,3,Training,23.76797516,23.76797516,26.94546131,22,,,,,"02G,04L,06E,08A",,,,,1,"02G,04L,06E,08A",20220303,,,,,20220303
4619,41546006-20230208,41546006,A,41546006,JUNIOR'S TACOS,0,0,0,Test,2.783646179,2.772328623,3.142954884,2,,,,,10F,,,,,1,10F,20230208,,,,,20230208
4620,41546054-20221114,41546054,A,41546054,PARK AVENUE TAVERN,40.75073822,-73.97866592,3,Training,11.35341731,11.35341731,12.87122966,13,5,,,,"04M,04N,08A",06D,,,,2,06D,20221114,20230413,,,,20230413
4621,41546087-20220307,41546087,A,41546087,HARBOR FITNESS JUICE BAR,40.61282016,-73.91233025,0,Training,2.783646179,2.772328623,3.142954884,3,10,,,,10F,"06D,10G",,,,2,"06D,10G",20220307,20230413,,,,20230413
4622,41546229-20220421,41546229,A,41546229,JOE'S PIZZA,40.84397439,-73.83004492,0,Training,10.3996766,10.45075022,11.84788707,13,,,,,"02G,10F",,,,,1,"02G,10F",20220421,,,,,20220421
4623,41546465-20230926,41546465,A,41546465,SPICE,40.78427069,-73.97748877,4,Test,13.32430108,13.32430108,15.10559636,13,12,,,,"02G,06D","02G,10G",,,,2,"02G,10G",20220131,20230926,,,,20230926
4624,41546717-20220914,41546717,A,41546717,DANJI,40.76426564,-73.98695002,1,Training,10.54597893,10.56257421,11.97466056,12,12,,,,"04L,06E","06C,06E",,,,2,"06C,06E",20191108,20220914,,,,20220914
4625,41546745-20231103,41546745,A,41546745,MI SABOR CAFE,40.69747946,-73.9361717,0,Test,11.33393394,11.95224754,13.55011613,13,13,,,,"03B,10F","08B,09C,10B,10E,10F",,,,2,"08B,09C,10B,10E,10F",20220816,20231103,,,,20231103
4626,41546871-20230322,41546871,B,41546871,GOODFELLA'S,40.6130092,-74.12373426,3,Test,19.92475794,19.92475794,22.58845317,0,21,,,,"04L,04N,08A,10B","04A,04L,08A",,,,2,"04A,04L,08A",20220926,20230322,,,,20230322
4627,41546934-20230413,41546934,A,41546934,ALLEY POND SPORTS BAR & GRILL,40.7638753,-73.74965094,0,Test,2.783646179,2.772328623,3.142954884,2,,,,,10F,,,,,1,10F,20230413,,,,,20230413
4628,41546956-20230517,41546956,A,41546956,TAK KING CHINESE RESTAURANT,40.68023112,-73.94656457,0,Test,11.90246521,11.41997247,12.94668242,11,11,,,,"02B,10F","04H,10B,10F",,,,2,"04H,10B,10F",20220330,20230517,,,,20230517
4629,41546986-20160520,41546986,A,41546986,BEDLAM,40.72186362,-73.98045377,1,Training,8.253095235,12.56549091,14.2453426,8,12,13,,,"06C,10F","06C,06D,10F","06B,06C,10F",,,3,"06B,06C,10F",20160520,20170929,20190503,,,20190503
4630,41547077-20221103,41547077,A,41547077,KFC,40.76274793,-73.91593334,3,Training,8.912526619,9.291342836,10.53348117,10,8,,,,04A,"04L,04N,10B",,,,2,"04L,04N,10B",20211110,20221103,,,,20221103
4631,41547179-20231128,41547179,A,41547179,MTSKHETA CAFE,40.59693306,-73.98559652,0,Test,5.062954488,6.524856582,7.397149709,12,5,,,,"04A,09C","08C,10F",,,,2,"08C,10F",20220426,20231128,,,,20231128
4632,41547298-20231017,41547298,A,41547298,FRAUNCES TAVERN,40.7034885,-74.01137537,5,Test,9.598847834,9.598847834,10.88209581,13,9,,,,"02G,06D","04H,09C",,,,2,"04H,09C",20210811,20231017,,,,20231017
4633,41547604-20230124,41547604,A,41547604,FENG'S GARDEN,40.71931797,-73.83920965,3,Test,12.16503652,12.16503652,13.79135238,13,,,,,"04L,08A,10F",,,,,1,"04L,08A,10F",20230124,,,,,20230124
4634,41547788-20230524,41547788,A,41547788,PETROSSIAN BOUTIQUE & CAFE,40.76592791,-73.97972239,0,Test,2.783646179,2.772328623,3.142954884,5,3,,,,10F,10F,,,,2,10F,20220506,20230524,,,,20230524
4635,41547909-20190919,41547909,C,41547909,OISHII SUSHI JAPAN,40.77376154,-73.90736979,0,Training,17.03823793,9.97845088,11.31244712,12,8,,,,"04L,08A,10I","06C,10F",,,,2,"06C,10F",20200214,20220806,,,,20220806
4636,41548052-20230525,41548052,A,41548052,DUNKIN,40.76480806,-73.88594259,1,Test,10.71899574,10.71899574,12.15199372,11,11,,,,"06D,06E","06C,10B,10H",,,,2,"06C,10B,10H",20220413,20230525,,,,20230525
4637,41548070-20230525,41548070,A,41548070,POPEYES,0,0,1,Test,8.093139884,8.901532966,10.09155851,10,7,,,,"04N,08A","06C,10B",,,,2,"06C,10B",20220505,20230525,,,,20230525
4638,41548181-20230403,41548181,A,41548181,YEDON,40.75907332,-73.77411744,0,Test,2.783646179,3.80502249,4.313707228,8,2,,,,"06E,10F",10F,,,,2,10F,20210909,20230403,,,,20230403
4639,41548238-20230403,41548238,B,41548238,TOP CHOICE JAMAICAN RESTAURANT,40.89862846,-73.85479155,0,Test,14.18406205,14.36243138,16.28251192,14,,,,,"02B,10B,10E,10F",,,,,1,"02B,10B,10E,10F",20230403,,,,,20230403
4640,41548430-20221117,41548430,B,41548430,MESA AZTECA,40.70497372,-73.92028767,6,Training,22.99621279,22.99621279,26.07052379,23,,,,,"02B,04M,06D,08A",,,,,1,"02B,04M,06D,08A",20221117,,,,,20221117
4641,41548669-20230607,41548669,A,41548669,FOOD LIN,40.6705069,-73.98517682,0,Test,5.015557398,5.679879079,6.439209099,9,7,,,,02G,"09C,10F",,,,2,"09C,10F",20220510,20230607,,,,20230607
4642,41548756-20230412,41548756,A,41548756,JIN JIN HONG KONG CAFE,40.62068677,-73.98860998,4,Test,12.69588783,12.69588783,14.39317199,13,,,,,"02G,06F",,,,,1,"02G,06F",20230412,,,,,20230412
4643,41548763-20220428,41548763,A,41548763,LA COMADRE MEXICAN RESTAURANT & BAKERY,40.69143841,-73.86631132,3,Training,9.940121461,9.848418353,11.16503084,9,9,,,,"04L,08A","02B,10B",,,,2,"02B,10B",20220428,20230524,,,,20230524
4644,41549019-20230821,41549019,A,41549019,RIVERDALE BAGELS,40.90549012,-73.90449757,0,Test,10.3996766,10.45075022,11.84788707,12,,,,,"02G,10F",,,,,1,"02G,10F",20230821,,,,,20230821
4645,41549174-20230613,41549174,A,41549174,SUBWAY,40.60272443,-73.75008468,0,Test,2.783646179,2.772328623,3.142954884,2,2,,,,10F,10F,,,,2,10F,20220526,20230613,,,,20230613
4646,41549281-20230919,41549281,A,41549281,DUNKIN,40.75249396,-73.99422149,0,Test,2.783646179,4.731157781,5.363655425,12,3,,,,"02B,06E",10F,,,,2,10F,20220124,20230919,,,,20230919
4647,41549333-20221123,41549333,A,41549333,SATI'S ROTI SHOP,40.67465362,-73.80477017,3,Training,11.16008829,11.16008829,12.65205493,12,,,,,"04L,04N,08A",,,,,1,"04L,04N,08A",20221123,,,,,20221123
4648,41549526-20230524,41549526,A,41549526,JENNY'S ROTI SHOP,40.83363171,-73.85146838,0,Test,5.096792507,5.098419727,5.780015779,4,,,,,"10F,10H",,,,,1,"10F,10H",20230524,,,,,20230524
4649,41549759-20220706,41549759,A,41549759,CHIPOTLE MEXICAN GRILL,40.76560446,-73.98232171,0,Training,2.783646179,7.757781406,8.794901428,2,12,,,,10F,"04N,08A,10F",,,,2,"04N,08A,10F",20220706,20230918,,,,20230918
4650,41549763-20220316,41549763,A,41549763,CHIPOTLE MEXICAN GRILL,40.76355059,-73.97776293,0,Training,7.952513218,6.523834871,7.395991408,8,5,,,,"06E,10F",06A,,,,2,06A,20220316,20230629,,,,20230629
4651,41549862-20230103,41549862,C,41549862,LUCIANO'S PIZZA,40.84820386,-73.85603701,3,Test,33.6217035,33.6217035,38.11651201,,,,,,,,,,,,,,,,,,
4652,41549885-20230208,41549885,A,41549885,GOOD TASTE CHINESE RESTAURANT,40.87577255,-73.85006126,0,Test,2.783646179,3.762842318,4.265888085,7,3,,,,02B,10F,,,,2,10F,20220131,20230208,,,,20230208
4653,41550291-20221229,41550291,A,41550291,TERRACE INN,40.7800736,-73.80243783,3,Training,10.13345048,10.13345048,11.48816826,12,,,,,"04M,08A",,,,,1,"04M,08A",20221229,,,,,20221229
4654,41551165-20200207,41551165,A,41551165,SUNRISE MART,40.75251719,-73.98070822,6,Training,9.830705795,12.60717611,14.29260059,12,13,,,,"02B,10I","02B,02F",,,,2,"02B,02F",20200207,20221130,,,,20221130
4655,41551299-20230522,41551299,A,41551299,FREDDY'S BAR,40.6633464,-73.99132404,0,Test,4.531830582,4.603990755,5.21948773,13,6,,,,"06D,06E,10F","10D,10F",,,,2,"10D,10F",20220418,20230522,,,,20230522
4656,41551304-20220505,41551304,A,41551304,THE COUNTER,40.75590782,-73.98668095,1,Training,5.704989376,5.704989376,6.467676334,10,8,,,,"06D,10B,10F",06C,,,,2,06C,20190729,20220505,,,,20220505
4657,41551354-20230112,41551354,B,41551354,PREMIUM SWEETS & RESTAURANT,40.74833222,-73.89262607,1,Test,15.32178208,15.32178208,17.37011602,14,,,,,"02H,06C,10F",,,,,1,"02H,06C,10F",20230112,,,,,20230112
4658,41551369-20220727,41551369,A,41551369,CHA PA'S VIETNAMESE EATERY,40.76378791,-73.98580938,1,Training,12.98071225,15.48215905,17.55193342,24,13,,,,"04L,08A","06C,06D,10F",,,,2,"06C,06D,10F",20200203,20220727,,,,20220727
4659,41551945-20220519,41551945,C,41551945,LA BAGUETTE SHOP,40.65068059,-73.95220663,5,Training,47.97407864,47.97407864,54.38762329,,,,,,,,,,,,,,,,,,
4660,41552060-20220506,41552060,A,41552060,PROSKAUER ROSE,40.75689078,-73.9900232,0,Training,4.894065196,7.530926114,8.537718371,5,10,,,,"10B,10F",05D,,,,2,05D,20220506,20231006,,,,20231006
4661,41552204-20231114,41552204,A,41552204,MCDONALD'S,40.86905394,-73.83064586,0,Test,4.894065196,4.9645976,5.628303279,7,7,,,,"10B,10F","10B,10F",,,,2,"10B,10F",20220527,20231114,,,,20231114
4662,41552224-20220615,41552224,A,41552224,BARNES & NOBLE CAFE,40.73701871,-73.99006227,0,Training,2.783646179,2.772328623,3.142954884,3,,,,,10F,,,,,1,10F,20220615,,,,,20220615
4663,41552243-20220308,41552243,A,41552243,APPLEBEE'S,40.75545168,-73.92278254,0,Training,2.783646179,2.772328623,3.142954884,4,9,12,,,10F,"06D,08C,10F","06D,08B,10F",,,3,"06D,08B,10F",20220308,20230126,20240122,,,20240122
4664,41552525-20200227,41552525,A,41552525,MELTING POT CUISINE,40.76178448,-73.94258585,0,Training,9.79204619,21.72314401,24.62726136,12,,,,,"04H,10F",,,,,1,"04H,10F",20200227,,,,,20200227
4665,41552593-20220419,41552593,A,41552593,TARALLUCCI E VINO,40.78437419,-73.97369714,0,Training,2.783646179,7.907361509,8.964478552,2,13,,,,10F,"02G,06C",,,,2,"02G,06C",20220419,20230630,,,,20230630
4666,41553265-20230202,41553265,A,41553265,MARIA'S,40.76627766,-73.77238896,3,Test,12.47076764,12.47076764,14.13795599,13,,,,,"04M,08A,10B",,,,,1,"04M,08A,10B",20230202,,,,,20230202
4667,41553360-20230316,41553360,A,41553360,DUNKIN,40.78454332,-73.94688136,0,Test,9.79204619,10.00646948,11.34421146,13,10,,,,"02G,10F","04H,10F",,,,2,"04H,10F",20220309,20230316,,,,20230316
4668,41553996-20221110,41553996,B,41553996,SOL DE QUITO RESTAURANT,40.7017231,-73.91912665,0,Training,26.70993339,27.93344643,31.66780488,25,,,,,"02B,04J,05D,10F",,,,,1,"02B,04J,05D,10F",20221110,,,,,20221110
4669,41554263-20230607,41554263,A,41554263,POPEYES,40.7184301,-73.76523704,0,Test,4.894065196,4.9645976,5.628303279,12,7,,,,"02B,06D","10B,10F",,,,2,"10B,10F",20220517,20230607,,,,20230607
4670,41554424-20220428,41554424,A,41554424,COYOTE BOHEMIO,40.69993052,-73.9078839,0,Training,10.3996766,10.45075022,11.84788707,10,,,,,"02G,10F",,,,,1,"02G,10F",20220428,,,,,20220428
4671,41554670-20220504,41554670,A,41554670,MORGAN STANLEY EMPLOYEE CAFETERIA,40.70253319,-74.01256178,4,Training,9.685844755,9.685844755,10.98072315,10,11,,,,"02G,09C","06D,09E,10F",,,,2,"06D,09E,10F",20220504,20230526,,,,20230526
4672,41554812-20221229,41554812,A,41554812,MI PEQUENA CHOLULA DELI RESTAURANTE,40.69898752,-73.91663075,1,Training,8.253095235,8.253095235,9.356432627,8,8,,,,"06D,10F","06C,10F",,,,2,"06C,10F",20200203,20221229,,,,20221229
4673,41554963-20240108,41554963,A,41554963,COLOMBIA RESTAURANT,40.67126438,-73.98456743,0,Test,7.173373505,9.155412595,10.37937873,26,8,,,,"04H,04M,04N,06D,08A","08C,10B,10F",,,,2,"08C,10B,10F",20221129,20240108,,,,20240108
4674,41555424-20230110,41555424,A,41555424,BEST DELI,40.65402485,-74.01180659,1,Test,12.98071225,12.98071225,14.71607393,8,13,,,,"06D,10B","06C,06D,10F",,,,2,"06C,06D,10F",20220622,20230110,,,,20230110
4675,41555573-20231229,41555573,A,41555573,CHINATOWN RESTAURANT,40.58660068,-73.9456893,1,Test,12.97707703,9.405022631,10.66235856,2,11,,,,10B,"06C,08B,10B,10E",,,,2,"06C,08B,10B,10E",20220929,20231229,,,,20231229
4676,41555612-20220610,41555612,A,41555612,KINGSTON PIZZA,40.6654513,-73.94255374,0,Training,12.26086003,12.27740166,13.91873936,12,,,,,"05D,10F",,,,,1,"05D,10F",20220610,,,,,20220610
4677,41555711-20200311,41555711,A,41555711,LI'S HAPPY FAMILY,40.57567078,-74.11954674,0,Training,2.783646179,6.915618151,7.840151296,5,8,,,,10F,"06A,10F",,,,2,"06A,10F",20200311,20220805,,,,20220805
